DataAcc	bamAcc	bamFinal	bname	fname	runID	sampleID	RPKMFile	hasRPKMFile	bamHeader	npkFile	alias	header	genome	RPKMFileSize	BamFileSize	blacklisted
195CS4	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S4/4195-8-1-22C-ZT12_S4_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S4/4195-8-1-22C-ZT12_S4_Ath-TAIR10.bam	4195-8-1-22C-ZT12_S4_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S4/4195-8-1-22C-ZT12_S4_Ath-TAIR10_RPKM.bw	195C	S4	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S4/4195-8-1-22C-ZT12_S4_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S4/4195-8-1-22C-ZT12_S4_Ath-TAIR10_peaks.narrowPeak	4195-8-1-22C-ZT12	195C_S4_4195-8-1-22C-ZT12	Ath-TAIR10	31778143	861629670	False
195CS5	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S5/4195-11-1-22C-ZT12_S5_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S5/4195-11-1-22C-ZT12_S5_Ath-TAIR10.bam	4195-11-1-22C-ZT12_S5_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S5/4195-11-1-22C-ZT12_S5_Ath-TAIR10_RPKM.bw	195C	S5	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S5/4195-11-1-22C-ZT12_S5_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S5/4195-11-1-22C-ZT12_S5_Ath-TAIR10_peaks.narrowPeak	4195-11-1-22C-ZT12	195C_S5_4195-11-1-22C-ZT12	Ath-TAIR10	32565228	829616623	False
195CS6	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S6/4195-11-1-27C-ZT12_S6_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S6/4195-11-1-27C-ZT12_S6_Ath-TAIR10.bam	4195-11-1-27C-ZT12_S6_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S6/4195-11-1-27C-ZT12_S6_Ath-TAIR10_RPKM.bw	195C	S6	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S6/4195-11-1-27C-ZT12_S6_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S6/4195-11-1-27C-ZT12_S6_Ath-TAIR10_peaks.narrowPeak	4195-11-1-27C-ZT12	195C_S6_4195-11-1-27C-ZT12	Ath-TAIR10	22213548	580774634	False
195CS7	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S7/1487-22C-ZT12_S7_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S7/1487-22C-ZT12_S7_Ath-TAIR10.bam	1487-22C-ZT12_S7_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S7/1487-22C-ZT12_S7_Ath-TAIR10_RPKM.bw	195C	S7	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S7/1487-22C-ZT12_S7_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S7/1487-22C-ZT12_S7_Ath-TAIR10_peaks.narrowPeak	1487-22C-ZT12	195C_S7_1487-22C-ZT12	Ath-TAIR10	16203613	292144786	False
195CS8	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S8/1487-27-ZT12_S8_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S8/1487-27-ZT12_S8_Ath-TAIR10.bam	1487-27-ZT12_S8_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S8/1487-27-ZT12_S8_Ath-TAIR10_RPKM.bw	195C	S8	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S8/1487-27-ZT12_S8_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S8/1487-27-ZT12_S8_Ath-TAIR10_peaks.narrowPeak	1487-27-ZT12	195C_S8_1487-27-ZT12	Ath-TAIR10	14918967	268654682	False
195CS9	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S9/1488-22C-ZT12_S9_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S9/1488-22C-ZT12_S9_Ath-TAIR10.bam	1488-22C-ZT12_S9_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S9/1488-22C-ZT12_S9_Ath-TAIR10_RPKM.bw	195C	S9	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S9/1488-22C-ZT12_S9_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/195C/S9/1488-22C-ZT12_S9_Ath-TAIR10_peaks.narrowPeak	1488-22C-ZT12	195C_S9_1488-22C-ZT12	Ath-TAIR10	25960788	481164499	False
197CS10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S10/HDAC-27_S10_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S10/HDAC-27_S10_Ath-TAIR10.bam	HDAC-27_S10_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S10/HDAC-27_S10_Ath-TAIR10_RPKM.bw	197C	S10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S10/HDAC-27_S10_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S10/HDAC-27_S10_Ath-TAIR10_peaks.narrowPeak	HDAC-27	197C_S10_HDAC-27	Ath-TAIR10	21625221	374860410	False
197CS11	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S11/HDAC-27-REP_S11_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S11/HDAC-27-REP_S11_Ath-TAIR10.bam	HDAC-27-REP_S11_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S11/HDAC-27-REP_S11_Ath-TAIR10_RPKM.bw	197C	S11	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S11/HDAC-27-REP_S11_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S11/HDAC-27-REP_S11_Ath-TAIR10_peaks.narrowPeak	HDAC-27-REP	197C_S11_HDAC-27-REP	Ath-TAIR10	24438485	415612785	False
197CS12	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S12/31-17C-ZT10_S12_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S12/31-17C-ZT10_S12_Ath-TAIR10.bam	31-17C-ZT10_S12_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S12/31-17C-ZT10_S12_Ath-TAIR10_RPKM.bw	197C	S12	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S12/31-17C-ZT10_S12_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S12/31-17C-ZT10_S12_Ath-TAIR10_peaks.narrowPeak	31-17C-ZT10	197C_S12_31-17C-ZT10	Ath-TAIR10	31025514	610928866	False
197CS13	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S13/31-27C-ZT10_S13_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S13/31-27C-ZT10_S13_Ath-TAIR10.bam	31-27C-ZT10_S13_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S13/31-27C-ZT10_S13_Ath-TAIR10_RPKM.bw	197C	S13	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S13/31-27C-ZT10_S13_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S13/31-27C-ZT10_S13_Ath-TAIR10_peaks.narrowPeak	31-27C-ZT10	197C_S13_31-27C-ZT10	Ath-TAIR10	32454035	598096924	False
197CS14	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S14/gELF3-22-ZT12_S14_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S14/gELF3-22-ZT12_S14_Ath-TAIR10.bam	gELF3-22-ZT12_S14_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S14/gELF3-22-ZT12_S14_Ath-TAIR10_RPKM.bw	197C	S14	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S14/gELF3-22-ZT12_S14_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S14/gELF3-22-ZT12_S14_Ath-TAIR10_peaks.narrowPeak	gELF3-22-ZT12	197C_S14_gELF3-22-ZT12	Ath-TAIR10	29862167	513098243	False
197CS15	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S15/gELF3-27-ZT12_S15_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S15/gELF3-27-ZT12_S15_Ath-TAIR10.bam	gELF3-27-ZT12_S15_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S15/gELF3-27-ZT12_S15_Ath-TAIR10_RPKM.bw	197C	S15	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S15/gELF3-27-ZT12_S15_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S15/gELF3-27-ZT12_S15_Ath-TAIR10_peaks.narrowPeak	gELF3-27-ZT12	197C_S15_gELF3-27-ZT12	Ath-TAIR10	30766088	623814329	False
197CS16	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S16/INPUT-OMIT_S16_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S16/INPUT-OMIT_S16_Ath-TAIR10.bam	INPUT-OMIT_S16_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S16/INPUT-OMIT_S16_Ath-TAIR10_RPKM.bw	197C	S16	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S16/INPUT-OMIT_S16_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"		INPUT-OMIT	197C_S16_INPUT-OMIT	Ath-TAIR10	17747	153128	True
197CS17	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S17/4196-27C-Zt12_S17_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S17/4196-27C-Zt12_S17_Ath-TAIR10.bam	4196-27C-Zt12_S17_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S17/4196-27C-Zt12_S17_Ath-TAIR10_RPKM.bw	197C	S17	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S17/4196-27C-Zt12_S17_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S17/4196-27C-Zt12_S17_Ath-TAIR10_peaks.narrowPeak	4196-27C-Zt12	197C_S17_4196-27C-Zt12	Ath-TAIR10	35445781	860184723	False
197CS18	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S18/4196-22C-ZT12_S18_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S18/4196-22C-ZT12_S18_Ath-TAIR10.bam	4196-22C-ZT12_S18_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S18/4196-22C-ZT12_S18_Ath-TAIR10_RPKM.bw	197C	S18	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S18/4196-22C-ZT12_S18_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S18/4196-22C-ZT12_S18_Ath-TAIR10_peaks.narrowPeak	4196-22C-ZT12	197C_S18_4196-22C-ZT12	Ath-TAIR10	37318412	961282598	False
197CS1	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S1/CAMTA1-mock_S1_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S1/CAMTA1-mock_S1_Ath-TAIR10.bam	CAMTA1-mock_S1_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S1/CAMTA1-mock_S1_Ath-TAIR10_RPKM.bw	197C	S1	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S1/CAMTA1-mock_S1_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S1/CAMTA1-mock_S1_Ath-TAIR10_peaks.narrowPeak	CAMTA1-mock	197C_S1_CAMTA1-mock	Ath-TAIR10	33857541	883255732	False
197CS2	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S2/CAMTA1-cold_S2_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S2/CAMTA1-cold_S2_Ath-TAIR10.bam	CAMTA1-cold_S2_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S2/CAMTA1-cold_S2_Ath-TAIR10_RPKM.bw	197C	S2	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S2/CAMTA1-cold_S2_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S2/CAMTA1-cold_S2_Ath-TAIR10_peaks.narrowPeak	CAMTA1-cold	197C_S2_CAMTA1-cold	Ath-TAIR10	34688539	944006296	False
197CS3	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S3/CAMTA1-chx_S3_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S3/CAMTA1-chx_S3_Ath-TAIR10.bam	CAMTA1-chx_S3_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S3/CAMTA1-chx_S3_Ath-TAIR10_RPKM.bw	197C	S3	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S3/CAMTA1-chx_S3_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S3/CAMTA1-chx_S3_Ath-TAIR10_peaks.narrowPeak	CAMTA1-chx	197C_S3_CAMTA1-chx	Ath-TAIR10	30094991	800933197	False
197CS4	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S4/FLAGICE1-mock_S4_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S4/FLAGICE1-mock_S4_Ath-TAIR10.bam	FLAGICE1-mock_S4_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S4/FLAGICE1-mock_S4_Ath-TAIR10_RPKM.bw	197C	S4	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S4/FLAGICE1-mock_S4_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S4/FLAGICE1-mock_S4_Ath-TAIR10_peaks.narrowPeak	FLAGICE1-mock	197C_S4_FLAGICE1-mock	Ath-TAIR10	28153533	566938845	False
197CS5	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S5/FLAGICE1-cold_S5_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S5/FLAGICE1-cold_S5_Ath-TAIR10.bam	FLAGICE1-cold_S5_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S5/FLAGICE1-cold_S5_Ath-TAIR10_RPKM.bw	197C	S5	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S5/FLAGICE1-cold_S5_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S5/FLAGICE1-cold_S5_Ath-TAIR10_peaks.narrowPeak	FLAGICE1-cold	197C_S5_FLAGICE1-cold	Ath-TAIR10	31692726	760994254	False
197CS6	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S6/FLAGICE1-chx_S6_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S6/FLAGICE1-chx_S6_Ath-TAIR10.bam	FLAGICE1-chx_S6_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S6/FLAGICE1-chx_S6_Ath-TAIR10_RPKM.bw	197C	S6	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S6/FLAGICE1-chx_S6_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S6/FLAGICE1-chx_S6_Ath-TAIR10_peaks.narrowPeak	FLAGICE1-chx	197C_S6_FLAGICE1-chx	Ath-TAIR10	32946952	758304868	False
197CS7	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S7/mycICE1-mock_S7_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S7/mycICE1-mock_S7_Ath-TAIR10.bam	mycICE1-mock_S7_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S7/mycICE1-mock_S7_Ath-TAIR10_RPKM.bw	197C	S7	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S7/mycICE1-mock_S7_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S7/mycICE1-mock_S7_Ath-TAIR10_peaks.narrowPeak	mycICE1-mock	197C_S7_mycICE1-mock	Ath-TAIR10	28662198	649732109	False
197CS8	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S8/mycICE1-cold_S8_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S8/mycICE1-cold_S8_Ath-TAIR10.bam	mycICE1-cold_S8_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S8/mycICE1-cold_S8_Ath-TAIR10_RPKM.bw	197C	S8	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S8/mycICE1-cold_S8_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S8/mycICE1-cold_S8_Ath-TAIR10_peaks.narrowPeak	mycICE1-cold	197C_S8_mycICE1-cold	Ath-TAIR10	26385062	419819932	False
197CS9	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S9/mycICE1-chx_S9_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S9/mycICE1-chx_S9_Ath-TAIR10.bam	mycICE1-chx_S9_Ath-TAIR10	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S9/mycICE1-chx_S9_Ath-TAIR10_RPKM.bw	197C	S9	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S9/mycICE1-chx_S9_Ath-TAIR10_RPKM.bw	True	"@SQ	SN:1	LN:30427671
@SQ	SN:2	LN:19698289
@SQ	SN:3	LN:23459830
@SQ	SN:4	LN:18585056
@SQ	SN:5	LN:26975502
@SQ	SN:Mt	LN:366924
@SQ	SN:Pt	LN:154478
"	/home/feng/writable/teamkj/__backup/mapped-data/ChIP-seq/Mapped_data/197C/S9/mycICE1-chx_S9_Ath-TAIR10_peaks.narrowPeak	mycICE1-chx	197C_S9_mycICE1-chx	Ath-TAIR10	38491361	850006055	False
